stringsfile version 1
4179
str_no_string NO_STRING!
str_comment_intro_female_badtempered_admiring Heh._Fancy_this_--_a_maiden,_all_equipped_for_war._Well,_it's_a_strange_sight,_but_in_your_case,_I_can_imagine_that_it_might_grow_on_me.
str_comment_intro_female_pitiless_admiring It_is_unusual_to_see_a_woman_girt_for_war._Be_careful,_my_lady_--_it_is_a_harsh_world,_and_it_would_be_a_shame_to_see_such_beauty_marred_by_a_sword-blow.
str_comment_intro_female_cunning_admiring Greetings,_my_lady._Please_do_not_think_it_forward,_if_I_say_that_it_is_unusual_to_see_a_woman_caparisoned_for_war._I_hope_that_one_day_I_may_be_the_father_of_a_daughter_possessed_of_such_bravery_and_spirit.
str_comment_intro_female_sadistic_admiring What_have_we_here!_A_woman,_caparisoned_for_war!_Well,_I_dare_say_that_one_as_fair_as_you_could_lend_a_touch_of_femininity_even_to_a_mail_hauberk.
str_comment_intro_female_admiring_goodnatured My_lady,_if_you_are_skilled_as_arms_as_you_are_fair_in_countenance,_then_your_enemies_should_indeed_fear_you!
str_comment_intro_female_admiring_upstanding Greetings,_my_lady._Even_with_the_dust_of_the_march_upon_your_clothes_and_gear,_I_can_see_that_you_are_not_lacking_in_the_graces_of_your_noble_sex.
str_comment_intro_female_common_liege It_is_not_often_that_I_meet_a_woman_who_aspires_to_lead_men_into_battle._But_these_are_dark_and_troubled_times,_and_I_for_one_will_not_turn_away_hands_that_can_grip_a_sword,_should_their_owner_be_brave_and_loyal.
str_comment_intro_female_common_martial I_must_say,_my_lady_--_do_be_careful,_riding_about_this_dangerous_land._If_you_ever_wished_to_seek_a_more..._em..._settled_life,_I'm_sure_I_could_find_you_a_worthy_husband_from_among_my_men.
str_comment_intro_female_common_badtempered By_the_way,_girl_--_does_your_husband_know_that_you_nicked_his_weapons_and_armor?_I'll_bet_you're_in_for_a_right_old_beating_when_you_get_home!
str_comment_intro_female_common_pitiless These_are_fallen_times_indeed,_when_even_women_turn_brigand,_to_pick_the_leavings_from_the_wreckage_of_war.
str_comment_intro_female_common_cunning It_is_not_unheard-of_for_a_woman_to_seek_her_fortune_on_the_battlefields_of_Europe,_but_neither_is_it_usual._I_shall_be_most_interested_in_your_progress.
str_comment_intro_female_common_sadistic A_woman,_caparisoned_for_war!_Well,_I_suppose_that_you're_no_more_womanly_than_most_of_those_in_my_service_who_call_themselves_warriors.
str_comment_intro_female_common_goodnatured From_the_look_of_you,_I_suppose_you_can_handle_yourself,_but_do_be_careful_out_there,_my_lady.
str_comment_intro_female_common_upstanding It_is_not_every_day_that_we_see_a_woman_caparisoned_for_war._Please_do_not_take_this_amiss,_my_lady,_for_you_have_every_right_to_protect_yourself,_but_I_cannot_pretend_to_be_fully_comfortable_with_your_decision_to_fight_in_battle._I_would_prefer_that_women_be_untouched_by_these_wars,_as_I_believe_the_female_to_be_the_custodian_of_what_little_gentility_and_tenderness_remains_to_us.
str_rejoinder_intro_female_common_badtempered I_won_my_weapons_in_battle._Would_you_care_to_test_their_edge?
str_rejoinder_intro_female_noble_sadistic Never_mind_my_country._Here_in_Europe,_it_seems,_dogs_lead_men_to_war.
str_rejoinder_intro_female_common_sadistic And_you,_sir,_are_no_more_bestial_than_my_horse.
str_rejoinder_intro_female_noble_pitiless I_would_restore_the_natural_order,_so_that_you_no_longer_speak_from_your_arse.
str_rejoinder_intro_female_common_pitiless Indeed,_these_are_fallen_times,_when_brigands_call_themselves_'Lord'.
str_rejoinder_intro_noble_sadistic Maybe_now_I'll_take_your_banner._And_your_cattle._And_your_life.
str_rejoinder_intro_female_pitiless_admiring I_would_be_delighted_to_mar_your_handsome_nose,_sir.
str_rejoinder_intro_female_common_upstanding Would_you_like_to_feel_the_tenderness_of_my_steel?
str_rejoinder_intro_female_noble_upstanding Would_you_like_to_feel_the_tenderness_of_my_steel?
str_rejoinder_intro_female_common_martial I_could_find_worthier_husbands_than_those_in_a_kennel.
str_rejoinder_intro_female_sadistic_admiring You_could_add_a_touch_of_humanity_to_a_horse's_harness,_but_just_a_touch.
str_rejoinder_intro_female_badtempered_admiring If_you're_disturbed_by_the_sight_of_me,_I'd_be_pleased_to_put_out_your_eyes.
str_comment_you_raided_my_village_enemy_benevolent You_have_attacked_innocent_farmers_under_my_protection_in_the_village_of_{s51}._I_will_punish_you_for_your_misdeeds!
str_comment_you_raided_my_village_enemy_spiteful You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_take_my_compensation_in_blood!
str_comment_you_raided_my_village_enemy_coldblooded You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_make_you_think_twice_before_you_disrupt_my_revenues_like_that_again.
str_comment_you_raided_my_village_enemy You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_tenants_under_my_protection._You_will_pay_the_price_for_your_crime!
str_comment_you_raided_my_village_unfriendly_spiteful You_have_raided_my_village_of_{s51}._Do_it_again_and_I'll_gut_you_like_a_fish.
str_comment_you_raided_my_village_friendly You_have_raided_my_village_of_{s51}._This_will_place_a_grave_strain_on_our_friendship.
str_comment_you_raided_my_village_default You_have_raided_my_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_stole_cattles_from_my_village_enemy_benevolent I_have_heard_that_you_have_stolen_cattles_from_innocent_farmers_under_my_protection_in_the_village_of_{s51}._I_will_punish_you_for_your_misdeeds!
str_comment_you_stole_cattles_from_my_village_enemy_spiteful I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51},_stoling_my_villager's_property._You_will_pay_results_of_this_dishonorable_act!
str_comment_you_stole_cattles_from_my_village_enemy_coldblooded I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51},_stoling_my_villager's_property._I_will_make_you_think_twice_before_you_disrupt_my_revenues_like_that_again.
str_comment_you_stole_cattles_from_my_village_enemy I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51},_stoling_my_villager's_property._You_will_pay_results_of_this_dishonorable_act!
str_comment_you_stole_cattles_from_my_village_unfriendly_spiteful I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51}._Do_it_again_and_I'll_gut_you_like_a_fish.
str_comment_you_stole_cattles_from_my_village_friendly I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51}._This_will_place_a_grave_strain_on_our_friendship.
str_comment_you_stole_cattles_from_my_village_default I_have_heard_that_you_have_stolen_cattles_from_my_villagers_living_at_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_robbed_my_village_enemy_coldblooded You_have_robbed_my_tenants_in_the_village_of_{s51}._I_take_that_as_a_personal_insult.
str_comment_you_robbed_my_village_enemy You_have_robbed_innocent_farmers_under_my_protection_in_the_village_of_{s51}.__I_will_punish_you_for_your_misdeeds!
str_comment_you_robbed_my_village_friendly_spiteful I_have_heard_that_you_pinched_some_food_from_my_tenants_at_{s51}._Well,_I'll_not_begrudge_you_a_scrap_or_two,_but_keep_in_mind_that_I'm_the_one_who_must_listen_to_their_whining_afterward.
str_comment_you_robbed_my_village_friendly I_have_heard_that_you_requisitioned_supplies_from_my_tenants_at_{s51}._I_am_sure_that_you_would_not_have_done_so_were_you_not_desperately_in_need.
str_comment_you_robbed_my_village_default You_have_robbed_my_tenants_in_the_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_accosted_my_caravan_enemy You_have_been_accosting_caravans_under_my_protection._But_your_trail_of_brigandage_will_soon_come_to_an_end.
str_comment_you_accosted_my_caravan_default You_have_been_accosting_caravans_under_my_protection._This_sort_of_behavior_must_stop.
str_comment_you_helped_villagers_benevolent I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_had_been_neglectful_in_my_duties_as_lord_and_protector,_and_I_appreciate_what_you_have_done.
str_comment_you_helped_villagers_friendly_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_appreciate_that_you_meant_well,_but_I'd_rather_you_not_undercut_my_authority_like_that.
str_comment_you_helped_villagers_friendly I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_so_I_will_not_object_to_you_providing_them_with_assistance.
str_comment_you_helped_villagers_unfriendly_spiteful I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_amusing_as_it_is_to_see_you_grubbing_for_favor_among_my_vassals,_I_would_ask_you_to_mind_your_own_business.
str_comment_you_helped_villagers_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_the_peasants'_lord_and_protector,_it_is_most_properly_my_duty_to_assist_them_in_times_of_hardship._You_may_mean_well,_but_your_actions_still_undercut_my_authority._I_would_thank_you_to_leave_them_alone.
str_comment_you_helped_villagers_default I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_but_try_not_to_make_a_habit_of_it._I_am_their_lord_and_protector,_and_I_would_rather_not_have_them_go_looking_to_strangers_for_assistance.
str_comment_you_give_castle_in_my_control You_won't_regret_your_decision_to_give_{s51}_to_me._You_can_count_on_me_to_protect_it.
str_comment_you_captured_a_castle_allied_friendly I_heard_that_you_have_besieged_and_taken_{s51}._That_was_a_great_dead,_and_I_am_proud_to_call_you_my_friend!
str_comment_you_captured_a_castle_allied_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Good_work!_Soon,_we_will_have_all_their_fortresses_to_despoil,_their_treasuries_to_ransack,_their_grieving_widows_to_serve_us_our_wine.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Well,_every_dog_has_his_day,_or_so_they_say._Enjoy_it_while_you_can,_until_your_betters_kick_you_back_out_in_the_cold_where_you_belong.
str_comment_you_captured_a_castle_allied_unfriendly I_heard_that_you_have_besieged_and_taken_{s51}._Whatever_our_differences_in_the_past,_I_must_offer_you_my_congratulations.
str_comment_you_captured_a_castle_allied I_heard_that_you_have_besieged_and_taken_{s51}._We_have_them_on_the_run!
str_comment_you_captured_my_castle_enemy_spiteful I_hear_that_you_have_broken_into_my_home_at_{s51}._I_hope_the_dungeon_is_to_your_liking,_as_you_will_be_spending_much_time_there_in_the_years_to_come.
str_comment_you_captured_my_castle_enemy_chivalrous You_hold_{s51},_my_rightful_fief._I_hope_you_will_give_me_the_chance_to_win_it_back!
str_comment_you_captured_my_castle_enemy You_have_something_that_belongs_to_me_--_{s51}._I_will_make_you_relinquish_it.
str_comment_we_defeated_a_lord_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_victory_over_{s54}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_defeated_a_lord_unfriendly I_will_not_forget_how_we_fought_together_against_{s54},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_defeated_a_lord_cruel That_was_a_great_victory_over_{s54},_wasn't_it?_We_made_of_his_army_a_feast_for_the_crows!
str_comment_we_defeated_a_lord_quarrelsome I_won't_forget_how_we_whipped_{s54}?_I_enjoyed_that.
str_comment_we_defeated_a_lord_upstanding I_will_not_forget_our_victory_over_{s54}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_defeated_a_lord_default That_was_a_great_victory_over_{s54},_wasn't_it?_I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_siege_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_capture_of_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_siege_unfriendly I_will_not_forget_how_we_together_we_stormed_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_siege_cruel I_won't_forget_how_we_broke_through_the_walls_of_{s51}_and_put_its_defenders_to_the_sword._It_is_a_sweet_memory.
str_comment_we_fought_in_siege_quarrelsome Remember_how_the_enemy_squealed_when_we_came_over_the_walls_of_{s51}?_They_had_thought_they_were_safe!_We_wiped_the_smug_smiles_of_their_faces!
str_comment_we_fought_in_siege_upstanding I_will_not_forget_our_capture_of_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_siege_default I_will_not_forget_how_together_we_captured_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_major_battle_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_great_victory_near_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_major_battle_unfriendly I_will_not_forget_how_we_fought_together_in_the_great_battle_near_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_major_battle_cruel I_won't_forget_the_great_battle_near_{s51},_when_we_broke_through_the_enemy_lines_and_they_ran_screaming_before_us._It_is_a_sweet_memory.
str_comment_we_fought_in_major_battle_quarrelsome That_was_a_fine_fight_near_{s51},_when_we_made_those_bastards_run!
str_comment_we_fought_in_major_battle_upstanding I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_major_battle_default I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_you_defeated_a_lord_allied_liege So,_you_crossed_swords_with_that_rascal_they_call_{s54},_and_emerged_victorious._I_am_very_happy_to_hear_that.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful I_heard_that_you_fought_and_defeated_{s54}._Every_dog_has_its_day,_I_suppose.
str_comment_you_defeated_a_lord_allied_spiteful I_heard_that_you_fought_and_defeated_that_dog_{s54}._Ah,_if_only_I_could_have_heard_him_whimpering_for_mercy.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous I_heard_that_you_fought_and_defeated_{s54}._I_hope_that_you_did_not_use_dishonourable_means_to_do_so.
str_comment_you_defeated_a_lord_allied I_heard_that_you_fought_and_defeated_{s54}._I_wish_you_joy_of_your_victory.
str_comment_you_defeated_me_enemy_chivalrous I_will_not_begrudge_you_your_victory_the_last_time_that_we_met,_but_I_am_anxious_for_another_round!
str_comment_you_defeated_me_enemy_spiteful I_have_been_looking_forward_to_meeting_you_again._Your_tricks_will_not_deceive_me_a_second_time,_and_I_will_relish_hearing_your_cries_for_mercy.
str_comment_you_defeated_me_enemy When_last_we_met,_{playername},_you_had_the_better_of_me._But_I_assure_you_that_it_will_not_happen_again!
str_comment_i_defeated_you_enemy_spiteful Back_for_more?_Make_me_fight_you_again,_and_I'll_feed_your_bowels_to_my_hounds.
str_comment_i_defeated_you_enemy_chivalrous Come_to_test_your_valor_against_me_again,_{playername}?
str_comment_i_defeated_you_enemy_benevolent So_once_again_you_come_at_me?_Will_you_ever_learn?
str_comment_i_defeated_you_enemy_coldblooded You_are_persistent,_but_a_nuisance.
str_comment_i_defeated_you_enemy How_many_times_must_I_chastise_you_before_you_learn_to_keep_your_distance?
str_comment_we_were_defeated_unfriendly_spiteful Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._I_blame_you_for_that_disaster._What_a_pity_to_see_that_you_survived.
str_comment_we_were_defeated_unfriendly Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._Well,_I_see_that_you_survived.
str_comment_we_were_defeated_cruel Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._Don't_worry_--_we'll_find_him,_and_make_him_choke_on_his_victory.
str_comment_we_were_defeated_default Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._It_is_good_to_see_you_alive_and_well.
str_comment_you_were_defeated_allied_friendly_spiteful I_heard_that_{s54}_gave_you_a_hard_time._Don't_worry,_friend_--_I'll_find_him_for_you,_and_make_you_a_gift_of_his_head.
str_comment_you_were_defeated_allied_unfriendly_cruel I_had_heard_that_{s54}_slaughtered_your_men_like_sheep._But_here_you_are,_alive._Such_a_disappointment!
str_comment_you_were_defeated_allied_spiteful I_heard_that_{s54}_crushed_you_underfoot_like_an_ant._Hah!_Children_should_not_play_games_made_for_grown-ups,_little_{boy/girl}!
str_comment_you_were_defeated_allied_pitiless I_heard_that_{s54}_defeated_you,_and_scattered_your_forces._That_is_most_disappointing...
str_comment_you_were_defeated_allied_unfriendly_upstanding I_heard_that_{s54}_defeated_you._Perhaps_you_should_consider_if_you_have_considered_any_misdeeds,_that_might_cause_heaven_to_rebuke_you_in_this_way.
str_comment_you_were_defeated_allied_unfriendly I_heard_that_{s54}_defeated_you._Look,_try_not_to_get_too_many_of_our_men_killed,_will_you?
str_comment_you_were_defeated_allied I_heard_that_{s54}_defeated_you._But_take_heart_--_the_tables_will_soon_be_turned!
str_comment_you_helped_my_ally_unfriendly_chivalrous I_heard_that_you_saved_{s54}_from_likely_defeat._Whatever_else_I_may_think_of_you,_I_must_at_least_commend_you_for_that.
str_comment_you_helped_my_ally_unfriendly {!}[revelance_should_be_zero,_and_this_message_should_not_appear]
